clip_name,split,face_emotion,face_confidence,face_vector,voice_emotion,voice_confidence,voice_vector,text_emotion,text_confidence,text_vector,mas_face_voice,mas_face_text,mas_voice_text,incongruent,conflicting_pairs,dominant_modality,meld_emotion,meld_sentiment,utterance,speaker,dialogue_id,utterance_id
dia671_utt13,train,anger,0.5296,"[0.5296, 0.0, 0.1948, 0.0, 0.0021, 0.2736, 0.0]",neutral,0.6356,"[0.1237, 0.0, 0.0, 0.2298, 0.6356, 0.0108, 0.0]",neutral,0.8487,"[0.0418, 0.0674, 0.0096, 0.0169, 0.8487, 0.0137, 0.002]",0.162,0.0552,0.9363,False,[],text,neutral,neutral,Ok! So let's move on to the Renaissance?,Ross,671,13
dia91_utt6,dev,fear,0.664,"[0.0014, 0.0, 0.664, 0.0056, 0.1417, 0.1872, 0.0001]",anger,0.7173,"[0.7173, 0.0, 0.0, 0.052, 0.0044, 0.2263, 0.0]",anger,0.6598,"[0.6598, 0.2363, 0.0131, 0.0026, 0.0682, 0.0153, 0.0047]",0.0834,0.0447,0.8984,True,"['face-voice', 'face-text']",voice,disgust,negative,"Ok, would people stop drinking the breast milk?",Ross,91,6
dia173_utt3,test,sadness,0.7631,"[0.1751, 0.0023, 0.0513, 0.0005, 0.0076, 0.7631, 0.0]",anger,0.9133,"[0.9133, 0.0, 0.0, 0.0302, 0.0565, 0.0, 0.0]",neutral,0.913,"[0.023, 0.0208, 0.0016, 0.0088, 0.913, 0.0052, 0.0276]",0.2232,0.0211,0.0871,True,"['face-voice', 'face-text', 'voice-text']",voice,neutral,neutral,"Uh Phoebe, what she makes—that’s uh—they’re sock rabbits.",Monica,173,3
dia550_utt0,train,neutral,0.8897,"[0.0048, 0.0, 0.0059, 0.0881, 0.8897, 0.0046, 0.0069]",anger,0.9412,"[0.9412, 0.0, 0.0, 0.0563, 0.0025, 0.0, 0.0]",neutral,0.8646,"[0.0192, 0.0107, 0.0053, 0.0061, 0.8646, 0.0119, 0.0823]",0.0138,0.9918,0.0251,True,"['face-voice', 'voice-text']",voice,neutral,neutral,Hey! How’s it goin’?,Monica,550,0
dia604_utt7,train,sadness,0.3426,"[0.2633, 0.0002, 0.0028, 0.1205, 0.2585, 0.3426, 0.012]",anger,0.5495,"[0.5495, 0.0, 0.0, 0.2535, 0.1292, 0.0678, 0.0]",neutral,0.8252,"[0.0505, 0.034, 0.0445, 0.0236, 0.8252, 0.0125, 0.0098]",0.7192,0.5449,0.2735,False,[],text,neutral,neutral,"So you told her there was somebody else so she would agree to work with you, so ‘cause you figure oh if you spent a lot of time together, maybe something might happen, and...",Phoebe,604,7
dia54_utt6,train,fear,0.9077,"[0.0071, 0.0, 0.9077, 0.0191, 0.001, 0.0308, 0.0343]",anger,0.482,"[0.482, 0.0, 0.0, 0.4698, 0.0482, 0.0, 0.0]",neutral,0.8386,"[0.0501, 0.0227, 0.008, 0.0238, 0.8386, 0.0073, 0.0496]",0.0203,0.0141,0.1332,True,['face-text'],face,joy,positive,"You bet I am!  And to answer your earlier question, we’re straight-up gangster rap.",Bobby,54,6
dia250_utt5,train,fear,0.5629,"[0.0, 0.0, 0.5629, 0.0, 0.4369, 0.0, 0.0001]",joy,0.998,"[0.0001, 0.0, 0.0, 0.998, 0.0019, 0.0, 0.0]",neutral,0.7676,"[0.0071, 0.0035, 0.0037, 0.086, 0.7676, 0.0173, 0.1148]",0.0012,0.6063,0.112,True,['voice-text'],voice,neutral,neutral,Hi.,Monica,250,5
dia177_utt8,train,sadness,0.8584,"[0.0002, 0.0, 0.141, 0.0, 0.0005, 0.8584, 0.0]",anger,0.9999,"[0.9999, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0]",neutral,0.5316,"[0.0239, 0.0633, 0.0297, 0.0029, 0.5316, 0.3291, 0.0195]",0.0003,0.5237,0.038,True,['face-voice'],voice,sadness,negative,"Oh, it’s just not the right time.",Rachel,177,8
dia503_utt3,train,anger,0.6397,"[0.6397, 0.0048, 0.0792, 0.0011, 0.0576, 0.2153, 0.0023]",joy,0.7338,"[0.0931, 0.0, 0.0, 0.7338, 0.1625, 0.0105, 0.0]",joy,0.919,"[0.0077, 0.0102, 0.0013, 0.919, 0.0216, 0.0369, 0.0033]",0.1394,0.0244,0.9743,True,"['face-voice', 'face-text']",text,joy,positive,Yes! I love you! I've never loved anybody as much as I love you.,Chandler,503,3
dia572_utt0,train,sadness,0.8183,"[0.0597, 0.0011, 0.0367, 0.0007, 0.0835, 0.8183, 0.0001]",neutral,0.5357,"[0.0441, 0.0, 0.0, 0.0566, 0.5357, 0.3636, 0.0]",neutral,0.9078,"[0.0095, 0.0344, 0.0023, 0.0033, 0.9078, 0.0048, 0.0379]",0.6415,0.1071,0.825,True,['face-text'],text,sadness,negative,"Well they have uh, some unusual pet names for each other.",Rachel,572,0
dia616_utt0,train,anger,0.6905,"[0.6905, 0.0078, 0.0171, 0.0881, 0.1236, 0.071, 0.002]",joy,0.6036,"[0.0004, 0.0, 0.0, 0.6036, 0.2057, 0.1903, 0.0]",sadness,0.9369,"[0.0014, 0.0056, 0.0033, 0.0025, 0.0329, 0.9369, 0.0174]",0.1953,0.1079,0.2991,True,"['face-voice', 'face-text', 'voice-text']",text,sadness,negative,Awww! Mel Torme died.,Joey,616,0
dia900_utt12,train,sadness,0.6228,"[0.192, 0.0088, 0.0636, 0.0009, 0.1116, 0.6228, 0.0003]",joy,0.9372,"[0.0, 0.0, 0.0, 0.9372, 0.0322, 0.0307, 0.0]",anger,0.3221,"[0.3221, 0.3031, 0.1252, 0.0079, 0.1845, 0.0316, 0.0256]",0.0377,0.3414,0.0307,True,['face-voice'],voice,surprise,positive,"Not him, you don’t!",Phoebe,900,12
dia74_utt19,dev,sadness,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",neutral,0.8088,"[0.0017, 0.0, 0.0, 0.1262, 0.8088, 0.0632, 0.0]",neutral,0.6294,"[0.0336, 0.125, 0.0163, 0.0818, 0.6294, 0.0925, 0.0214]",0.0769,0.1413,0.977,True,"['face-voice', 'face-text']",face,anger,negative,"I’m pregnant.  Ross?  Ross?  Okay, whenever you’re ready.  And you’re the father by the way—but you got that",Rachel,74,19
dia305_utt5,train,anger,0.5436,"[0.5436, 0.0737, 0.0344, 0.0011, 0.0818, 0.2492, 0.0161]",neutral,0.9217,"[0.0001, 0.0, 0.0, 0.0686, 0.9217, 0.0096, 0.0]",sadness,0.8017,"[0.0699, 0.0468, 0.0155, 0.0033, 0.0536, 0.8017, 0.0092]",0.1383,0.5002,0.0768,True,['voice-text'],voice,joy,positive,"Okay, that hurt us.",Chandler,305,5
dia336_utt19,train,neutral,0.8321,"[0.0802, 0.0, 0.0004, 0.0, 0.8321, 0.0872, 0.0]",sadness,0.9412,"[0.0053, 0.0, 0.0, 0.0414, 0.0121, 0.9412, 0.0]",anger,0.7945,"[0.7945, 0.0809, 0.0234, 0.0014, 0.0886, 0.0082, 0.003]",0.1169,0.2045,0.0173,True,"['face-voice', 'face-text', 'voice-text']",voice,neutral,neutral,"Okay, stop what you’re doing, I need envelope stuffers, I need stamp lickers.....",Rachel,336,19
